Date,Device,Region,VisitorType,AddToCart,Checkout,PaymentSuccess,Revenue
2023-12-12,Desktop,Latin America,New_Visitor,True,True,False,0.0
2024-07-18,Desktop,Latin America,Returning_Visitor,True,True,True,77.94804976370924
2023-12-06,Mobile,North America,Returning_Visitor,True,True,True,73.35091302276909
2023-04-02,Mobile,Latin America,New_Visitor,True,True,True,27.68509453819668
2024-01-02,Mobile,Latin America,New_Visitor,True,True,False,0.0
2024-03-30,Mobile,North America,Returning_Visitor,True,True,True,67.25274988591468
2024-03-03,Mobile,Latin America,New_Visitor,False,False,False,0.0
2024-05-23,Mobile,North America,Returning_Visitor,True,True,True,57.88005416782251
2025-02-25,Mobile,Asia,Returning_Visitor,True,True,True,115.30841486336672
2023-02-04,Desktop,Latin America,New_Visitor,True,True,True,152.38472597019637
2023-07-25,Mobile,Latin America,New_Visitor,True,True,True,176.62075306778132
2023-03-22,Mobile,North America,New_Visitor,True,False,False,0.0
2024-07-15,Mobile,Europe,Returning_Visitor,False,False,False,0.0
2024-01-23,Mobile,Asia,New_Visitor,True,False,False,0.0
2023-01-02,Mobile,Asia,Returning_Visitor,True,True,True,193.3129579209558
2024-01-25,Mobile,Asia,Returning_Visitor,True,True,False,0.0
2024-07-19,Mobile,Latin America,Returning_Visitor,False,False,False,0.0
2023-04-16,Desktop,Latin America,New_Visitor,False,False,False,0.0
2025-02-10,Mobile,North America,Returning_Visitor,True,True,True,172.15581136112883
2024-04-21,Mobile,Europe,Returning_Visitor,True,True,True,116.12240441539348
2023-02-25,Mobile,North America,Returning_Visitor,True,False,False,0.0
2024-02-06,Desktop,Asia,Returning_Visitor,True,True,True,121.26441654217867
2024-12-30,Mobile,Asia,Returning_Visitor,True,True,True,199.33722648254962
2024-07-09,Mobile,Asia,Returning_Visitor,True,True,False,0.0
2025-02-25,Desktop,North America,New_Visitor,True,True,True,165.00979612924758
2023-07-21,Mobile,North America,Returning_Visitor,False,False,False,0.0
2023-09-27,Desktop,North America,New_Visitor,True,False,False,0.0
2023-09-28,Mobile,Asia,Returning_Visitor,False,False,False,0.0
2025-02-25,Mobile,Europe,Returning_Visitor,False,False,False,0.0
2024-04-06,Mobile,North America,New_Visitor,True,False,False,0.0
2024-12-27,Mobile,North America,Returning_Visitor,True,True,False,0.0
2023-09-09,Mobile,Asia,Returning_Visitor,True,True,True,140.5438255950044
2025-02-25,Mobile,Europe,New_Visitor,False,False,False,0.0
2023-10-23,Mobile,Latin America,New_Visitor,True,True,False,0.0
2024-12-25,Mobile,Asia,New_Visitor,True,True,True,168.99416839042377
2024-12-20,Desktop,Asia,Returning_Visitor,True,False,False,0.0
2025-01-18,Desktop,Asia,Returning_Visitor,False,False,False,0.0
2023-12-04,Mobile,North America,Returning_Visitor,True,True,True,97.80806063243205
2023-02-22,Desktop,North America,Returning_Visitor,True,True,True,92.22647291380976
2023-08-05,Mobile,Latin America,Returning_Visitor,True,False,False,0.0
2025-02-02,Mobile,Latin America,New_Visitor,False,False,False,0.0
2023-07-07,Mobile,Latin America,New_Visitor,True,False,False,0.0
2024-01-15,Mobile,Asia,Returning_Visitor,True,True,True,68.22618671135902
2024-05-07,Mobile,Europe,Returning_Visitor,True,True,False,0.0
2023-02-10,Mobile,Europe,Returning_Visitor,True,True,False,0.0
2023-06-06,Mobile,Asia,Returning_Visitor,True,True,False,0.0
2023-01-15,Mobile,North America,Returning_Visitor,True,True,False,0.0
2023-03-06,Mobile,North America,New_Visitor,True,True,True,26.765591980096037
2024-06-04,Desktop,Latin America,Returning_Visitor,True,False,False,0.0
2023-12-10,Mobile,North America,New_Visitor,True,False,False,0.0
2023-05-09,Desktop,North America,New_Visitor,True,True,True,149.64087038713274
2024-10-09,Desktop,Latin America,Returning_Visitor,True,True,True,189.15383519574956
2024-04-16,Desktop,Latin America,Returning_Visitor,True,True,False,0.0
2023-03-04,Desktop,North America,New_Visitor,False,False,False,0.0
2023-05-19,Desktop,Latin America,Returning_Visitor,True,True,True,116.61664159564347
2025-02-25,Mobile,Latin America,Returning_Visitor,True,True,False,0.0
2024-08-15,Mobile,North America,Returning_Visitor,True,True,True,168.98858230469548
2025-02-25,Mobile,Europe,Returning_Visitor,False,False,False,0.0
2025-02-25,Mobile,Europe,New_Visitor,True,False,False,0.0
2024-02-23,Mobile,Asia,Returning_Visitor,False,False,False,0.0
2023-10-16,Mobile,North America,Returning_Visitor,True,False,False,0.0
2024-01-14,Desktop,Latin America,Returning_Visitor,True,True,True,23.14517870396033
2025-02-11,Desktop,Latin America,Returning_Visitor,False,False,False,0.0
2024-05-04,Desktop,Latin America,New_Visitor,True,True,True,59.29459421245597
2023-08-19,Mobile,Latin America,New_Visitor,False,False,False,0.0
2023-02-10,Mobile,Latin America,Returning_Visitor,True,True,True,74.27585460766363
2023-01-28,Mobile,North America,Returning_Visitor,True,True,True,174.76587413836683
2023-05-15,Mobile,Europe,Returning_Visitor,True,True,True,117.82015799268952
2025-02-25,Mobile,Asia,New_Visitor,True,False,False,0.0
2024-02-25,Mobile,North America,New_Visitor,False,False,False,0.0
2025-02-25,Desktop,North America,New_Visitor,False,False,False,0.0
2023-02-17,Mobile,Asia,Returning_Visitor,True,True,True,179.46602559021755
2024-05-17,Mobile,Latin America,New_Visitor,False,False,False,0.0
2025-02-25,Mobile,North America,Returning_Visitor,True,True,False,0.0
2024-07-27,Mobile,Latin America,New_Visitor,False,False,False,0.0
2024-12-28,Mobile,North America,Returning_Visitor,False,False,False,0.0
2025-02-25,Desktop,Asia,New_Visitor,True,True,True,199.85184749263638
2024-11-14,Mobile,Europe,New_Visitor,True,True,True,161.33593502959656
2024-12-26,Mobile,Latin America,Returning_Visitor,False,False,False,0.0
2025-02-25,Mobile,Europe,Returning_Visitor,False,False,False,0.0
2025-01-08,Mobile,Asia,New_Visitor,False,False,False,0.0
2024-09-04,Mobile,Europe,Returning_Visitor,True,False,False,0.0
2024-04-06,Mobile,North America,New_Visitor,True,False,False,0.0
2024-10-04,Mobile,North America,New_Visitor,True,True,True,26.24352233714425
2025-02-07,Mobile,North America,New_Visitor,True,True,False,0.0
2025-02-25,Mobile,Europe,New_Visitor,False,False,False,0.0
2023-08-06,Mobile,North America,New_Visitor,True,False,False,0.0
2024-05-17,Desktop,Asia,New_Visitor,True,True,True,163.1499573773909
2025-02-05,Mobile,Asia,Returning_Visitor,False,False,False,0.0
2024-02-02,Mobile,Europe,New_Visitor,True,True,True,194.3418260061803
2024-01-28,Mobile,Asia,Returning_Visitor,False,False,False,0.0
2023-07-26,Mobile,Europe,New_Visitor,True,True,True,147.2455233342609
2023-01-15,Mobile,Asia,New_Visitor,True,True,True,34.80119349998052
2024-07-07,Mobile,North America,New_Visitor,False,False,False,0.0
2024-04-05,Mobile,Asia,Returning_Visitor,True,True,False,0.0
2024-11-21,Desktop,North America,Returning_Visitor,False,False,False,0.0
2024-07-28,Mobile,Latin America,Returning_Visitor,True,True,True,141.71469492393948
2025-01-12,Desktop,North America,New_Visitor,True,True,True,98.90117703372515
2023-08-29,Mobile,Europe,Returning_Visitor,False,False,False,0.0
2024-07-17,Desktop,North America,Returning_Visitor,True,True,True,134.13069038980834
2025-02-25,Desktop,Latin America,New_Visitor,True,True,True,35.44714596556821
2025-01-03,Mobile,Asia,New_Visitor,True,True,True,45.51073971795159
2024-04-29,Desktop,Asia,New_Visitor,False,False,False,0.0
2025-02-25,Mobile,Latin America,Returning_Visitor,False,False,False,0.0
2024-02-25,Desktop,Latin America,New_Visitor,True,True,True,103.6557069097413
2025-01-18,Mobile,Asia,Returning_Visitor,False,False,False,0.0
2024-10-16,Mobile,Europe,Returning_Visitor,False,False,False,0.0
2023-06-20,Mobile,Latin America,Returning_Visitor,False,False,False,0.0
2024-06-24,Desktop,Europe,New_Visitor,True,True,False,0.0
2023-02-05,Mobile,Asia,Returning_Visitor,True,True,True,23.976789595631406
2024-06-08,Mobile,Asia,New_Visitor,False,False,False,0.0
2023-06-09,Mobile,Latin America,New_Visitor,True,False,False,0.0
2024-11-29,Desktop,Asia,Returning_Visitor,False,False,False,0.0
2023-08-31,Mobile,Asia,New_Visitor,True,True,True,161.12605212875806
2023-03-27,Mobile,Latin America,New_Visitor,True,True,True,188.99207361018725
2025-02-25,Mobile,Europe,New_Visitor,False,False,False,0.0
2024-11-12,Mobile,North America,New_Visitor,False,False,False,0.0
2024-07-10,Mobile,Asia,New_Visitor,True,True,True,121.07150356311644
2024-07-27,Desktop,Latin America,New_Visitor,True,True,True,24.040145175609123
2025-02-25,Mobile,Europe,Returning_Visitor,False,False,False,0.0
2025-02-25,Mobile,Europe,New_Visitor,False,False,False,0.0
2025-02-25,Mobile,Europe,Returning_Visitor,True,False,False,0.0
2025-02-25,Mobile,Europe,New_Visitor,False,False,False,0.0
2023-12-06,Mobile,Latin America,New_Visitor,False,False,False,0.0
2023-11-27,Mobile,Asia,Returning_Visitor,True,False,False,0.0
2024-10-01,Mobile,Asia,New_Visitor,False,False,False,0.0
2024-05-20,Desktop,Asia,Returning_Visitor,True,True,True,33.428176817047486
2023-12-14,Mobile,Latin America,Returning_Visitor,True,True,True,77.21875675739064
2024-04-17,Desktop,Europe,New_Visitor,True,True,True,96.25724200150287
2023-08-19,Desktop,North America,Returning_Visitor,True,False,False,0.0
2023-07-09,Mobile,North America,New_Visitor,False,False,False,0.0
2023-08-13,Desktop,Europe,Returning_Visitor,False,False,False,0.0
2024-01-20,Mobile,North America,Returning_Visitor,True,False,False,0.0
2024-01-12,Mobile,North America,Returning_Visitor,False,False,False,0.0
2025-02-25,Mobile,Europe,New_Visitor,False,False,False,0.0
2025-02-25,Mobile,Europe,New_Visitor,False,False,False,0.0
2024-09-19,Mobile,Latin America,New_Visitor,True,False,False,0.0
2025-01-14,Mobile,Europe,New_Visitor,True,True,False,0.0
2023-09-16,Mobile,Latin America,New_Visitor,True,True,True,34.0542915409865
2025-02-25,Mobile,Europe,Returning_Visitor,False,False,False,0.0
2024-12-10,Desktop,Latin America,New_Visitor,False,False,False,0.0
2024-03-31,Mobile,Latin America,Returning_Visitor,True,True,True,85.25669042035383
2024-02-15,Mobile,Latin America,Returning_Visitor,True,True,True,158.6267774684738
2024-10-10,Mobile,Latin America,Returning_Visitor,True,True,True,81.90728055890347
2023-11-14,Mobile,North America,New_Visitor,True,True,False,0.0
2024-11-07,Mobile,North America,New_Visitor,True,True,True,182.95481508813725
2023-08-13,Desktop,North America,Returning_Visitor,True,False,False,0.0
2025-02-25,Mobile,Europe,Returning_Visitor,False,False,False,0.0
2025-02-25,Mobile,Europe,Returning_Visitor,False,False,False,0.0
2024-10-25,Desktop,Latin America,Returning_Visitor,True,True,True,193.48610087306557
2024-01-09,Desktop,Asia,New_Visitor,True,True,False,0.0
2024-11-02,Mobile,Asia,Returning_Visitor,False,False,False,0.0
2024-08-30,Mobile,Latin America,New_Visitor,False,False,False,0.0
2024-04-16,Mobile,Asia,Returning_Visitor,False,False,False,0.0
2023-08-21,Mobile,Asia,Returning_Visitor,True,True,True,35.267175836267626
2025-02-25,Mobile,Latin America,Returning_Visitor,True,True,True,117.48679036300862
2025-02-25,Mobile,Europe,Returning_Visitor,False,False,False,0.0
2024-05-11,Desktop,North America,Returning_Visitor,True,True,False,0.0
2024-03-17,Mobile,Latin America,New_Visitor,True,True,True,116.13009239793134
2024-07-17,Mobile,Latin America,New_Visitor,True,True,True,108.69274539554647
2023-09-25,Mobile,Latin America,Returning_Visitor,True,False,False,0.0
2024-05-24,Mobile,North America,New_Visitor,False,False,False,0.0
2024-01-21,Mobile,Latin America,New_Visitor,True,True,True,145.75520686574708
2024-01-22,Mobile,Europe,New_Visitor,False,False,False,0.0
2023-04-23,Desktop,Europe,Returning_Visitor,True,True,False,0.0
2024-09-04,Mobile,North America,New_Visitor,False,False,False,0.0
2024-09-16,Mobile,North America,Returning_Visitor,True,True,True,198.56478795998
2023-03-22,Mobile,North America,Returning_Visitor,True,False,False,0.0
2024-11-29,Mobile,North America,Returning_Visitor,True,True,True,148.75317127064682
2025-02-25,Mobile,Europe,New_Visitor,False,False,False,0.0
2023-01-02,Mobile,North America,Returning_Visitor,False,False,False,0.0
2024-10-03,Mobile,Latin America,Returning_Visitor,True,True,False,0.0
2023-08-08,Desktop,Asia,Returning_Visitor,True,True,False,0.0
2024-07-19,Mobile,Europe,Returning_Visitor,False,False,False,0.0
2025-01-05,Mobile,North America,Returning_Visitor,False,False,False,0.0
2023-08-13,Mobile,Asia,New_Visitor,True,True,False,0.0
2024-01-20,Desktop,Asia,Returning_Visitor,False,False,False,0.0
2024-02-07,Mobile,North America,New_Visitor,True,False,False,0.0
2024-09-29,Mobile,Asia,New_Visitor,True,True,True,43.62403562309758
2023-05-10,Mobile,Latin America,Returning_Visitor,True,False,False,0.0
2025-02-25,Mobile,Europe,New_Visitor,False,False,False,0.0
2024-11-14,Mobile,North America,New_Visitor,True,True,False,0.0
2024-12-30,Mobile,North America,Returning_Visitor,True,False,False,0.0
2024-11-02,Mobile,Asia,Returning_Visitor,False,False,False,0.0
2025-02-25,Mobile,Europe,New_Visitor,False,False,False,0.0
2024-02-20,Desktop,Europe,Returning_Visitor,False,False,False,0.0
2023-09-04,Mobile,North America,New_Visitor,False,False,False,0.0
2024-03-14,Mobile,Latin America,New_Visitor,False,False,False,0.0
2023-07-22,Mobile,Asia,New_Visitor,True,True,True,175.6102930928213
2023-07-03,Desktop,Asia,New_Visitor,True,True,True,161.72109226324073
2023-05-03,Mobile,Latin America,New_Visitor,False,False,False,0.0
2024-02-05,Desktop,Europe,New_Visitor,True,True,True,152.27696785851165
2025-02-05,Mobile,Latin America,Returning_Visitor,True,False,False,0.0
2023-10-21,Mobile,Asia,Returning_Visitor,False,False,False,0.0
2023-10-07,Desktop,North America,Returning_Visitor,True,True,True,67.78672874838358
2024-09-01,Mobile,Latin America,Returning_Visitor,False,False,False,0.0
2023-07-17,Mobile,Latin America,New_Visitor,True,True,True,44.5851929393348
2024-05-25,Desktop,Latin America,Returning_Visitor,True,True,True,111.99107784208174
2025-02-25,Mobile,Europe,Returning_Visitor,True,True,False,0.0
2023-05-24,Mobile,Latin America,New_Visitor,True,True,True,110.85667487830256
2024-08-31,Mobile,Latin America,New_Visitor,True,True,True,72.9033343173839
2023-07-20,Mobile,North America,Returning_Visitor,False,False,False,0.0
2023-05-04,Mobile,Europe,Returning_Visitor,True,True,False,0.0
2023-07-06,Mobile,Europe,Returning_Visitor,True,True,True,52.729437565991425
2023-11-22,Mobile,Latin America,New_Visitor,False,False,False,0.0
2024-04-08,Mobile,Asia,New_Visitor,True,True,False,0.0
2023-12-15,Mobile,North America,Returning_Visitor,True,True,True,85.1216884136054
2025-02-09,Desktop,North America,Returning_Visitor,False,False,False,0.0
2024-10-21,Mobile,North America,New_Visitor,True,True,True,121.63466412086758
2025-02-02,Desktop,Asia,New_Visitor,False,False,False,0.0
2024-02-07,Mobile,North America,Returning_Visitor,False,False,False,0.0
2023-12-12,Mobile,Latin America,Returning_Visitor,False,False,False,0.0
2024-05-25,Mobile,Asia,New_Visitor,False,False,False,0.0
2023-05-27,Mobile,Latin America,New_Visitor,True,False,False,0.0
2023-05-28,Mobile,North America,Returning_Visitor,False,False,False,0.0
2024-12-11,Mobile,Europe,Returning_Visitor,False,False,False,0.0
2024-05-03,Mobile,North America,New_Visitor,True,True,True,137.6901147445763
2024-10-01,Desktop,North America,New_Visitor,True,True,False,0.0
2024-07-04,Mobile,Europe,Returning_Visitor,False,False,False,0.0
2023-12-04,Mobile,Latin America,New_Visitor,True,True,True,154.1802402794151
2024-10-02,Mobile,North America,Returning_Visitor,False,False,False,0.0
2025-02-17,Mobile,Europe,Returning_Visitor,True,True,True,186.18742940179817
2025-02-25,Mobile,Europe,New_Visitor,False,False,False,0.0
2023-05-31,Mobile,North America,Returning_Visitor,True,True,True,176.77861817046434
2024-02-19,Desktop,Latin America,Returning_Visitor,True,False,False,0.0
2023-10-25,Mobile,North America,Returning_Visitor,True,True,True,23.02431495929531
2024-09-02,Mobile,North America,New_Visitor,True,True,True,188.60435152854137
2023-09-20,Mobile,Asia,Returning_Visitor,True,False,False,0.0
2025-02-02,Mobile,North America,New_Visitor,False,False,False,0.0
2023-05-24,Mobile,Europe,Returning_Visitor,True,True,True,67.10196442828689
2025-02-25,Mobile,Europe,Returning_Visitor,False,False,False,0.0
2024-09-15,Mobile,North America,New_Visitor,True,False,False,0.0
2024-07-25,Mobile,Europe,Returning_Visitor,True,True,True,183.42085312773668
2025-02-25,Mobile,Europe,Returning_Visitor,False,False,False,0.0
2023-10-31,Mobile,Latin America,New_Visitor,True,True,True,141.3394338725013
2023-09-11,Mobile,Europe,New_Visitor,True,True,True,71.79636130605743
2024-10-13,Mobile,Latin America,Returning_Visitor,True,True,True,118.45342555299868
2024-03-28,Mobile,Latin America,New_Visitor,True,False,False,0.0
2023-02-06,Desktop,Asia,New_Visitor,True,True,False,0.0
2023-06-09,Desktop,North America,Returning_Visitor,True,True,False,0.0
2023-01-09,Desktop,Europe,Returning_Visitor,False,False,False,0.0
2023-08-21,Mobile,Asia,Returning_Visitor,True,True,False,0.0
2023-04-09,Mobile,Asia,New_Visitor,False,False,False,0.0
2024-10-20,Mobile,Asia,New_Visitor,True,True,True,199.18396342937444
2023-07-27,Desktop,Europe,New_Visitor,True,False,False,0.0
2023-05-11,Mobile,Latin America,Returning_Visitor,True,True,True,96.91443374565274
2024-02-08,Desktop,Europe,Returning_Visitor,True,True,True,158.2536833399867
2023-06-01,Desktop,North America,New_Visitor,False,False,False,0.0
2023-02-23,Mobile,North America,New_Visitor,True,True,False,0.0
2023-04-30,Mobile,Europe,Returning_Visitor,True,True,True,65.85593310067958
2024-11-03,Mobile,North America,Returning_Visitor,True,False,False,0.0
2024-09-19,Desktop,Latin America,New_Visitor,True,False,False,0.0
2024-08-09,Mobile,Latin America,Returning_Visitor,False,False,False,0.0
2024-09-16,Desktop,Latin America,New_Visitor,True,True,True,84.7888970982904
2024-02-24,Mobile,North America,Returning_Visitor,True,True,True,159.2964421219421
2024-02-26,Mobile,Asia,Returning_Visitor,True,True,True,66.40181982169831
2023-04-14,Desktop,Europe,Returning_Visitor,True,True,True,174.55468083264054
2023-09-11,Mobile,North America,New_Visitor,True,True,True,60.61419696922114
2025-02-25,Mobile,Europe,New_Visitor,False,False,False,0.0
2023-04-22,Mobile,North America,Returning_Visitor,True,True,True,100.60563218995365
2024-05-24,Mobile,North America,New_Visitor,False,False,False,0.0
2024-04-17,Mobile,North America,Returning_Visitor,True,True,False,0.0
2023-04-09,Mobile,Asia,Returning_Visitor,True,True,True,93.71849805504893
2023-06-02,Desktop,Latin America,Returning_Visitor,True,True,True,179.6646392166537
2023-12-04,Desktop,North America,Returning_Visitor,True,True,True,193.44595853637747
2024-12-06,Mobile,Latin America,Returning_Visitor,False,False,False,0.0
2023-06-12,Mobile,Latin America,Returning_Visitor,True,True,False,0.0
2024-12-20,Mobile,Asia,New_Visitor,False,False,False,0.0
2024-11-11,Mobile,Asia,New_Visitor,True,False,False,0.0
2023-06-10,Desktop,Europe,New_Visitor,True,True,False,0.0
2024-08-02,Mobile,Latin America,New_Visitor,True,False,False,0.0
2024-02-02,Mobile,Asia,Returning_Visitor,True,True,False,0.0
2023-10-04,Mobile,Latin America,Returning_Visitor,True,False,False,0.0
2024-05-18,Mobile,Asia,Returning_Visitor,True,True,True,176.51711977829336
2024-01-27,Mobile,Latin America,Returning_Visitor,True,True,False,0.0
2023-05-15,Mobile,Latin America,Returning_Visitor,False,False,False,0.0
2023-02-25,Mobile,North America,Returning_Visitor,False,False,False,0.0
2024-02-05,Mobile,North America,New_Visitor,True,True,True,61.35954349828685
2024-10-01,Mobile,North America,Returning_Visitor,True,True,False,0.0
2023-02-02,Mobile,North America,New_Visitor,True,True,False,0.0
2025-02-25,Mobile,Europe,Returning_Visitor,True,True,True,150.3321466515863
2024-04-04,Mobile,Latin America,New_Visitor,True,False,False,0.0
2024-04-14,Mobile,Asia,Returning_Visitor,True,False,False,0.0
2024-01-10,Mobile,Latin America,Returning_Visitor,True,True,False,0.0
2023-01-22,Mobile,Latin America,Returning_Visitor,True,True,True,120.62449366037221
2025-01-19,Mobile,Asia,Returning_Visitor,False,False,False,0.0
2023-02-25,Desktop,Latin America,Returning_Visitor,False,False,False,0.0
2023-02-07,Desktop,Asia,New_Visitor,True,False,False,0.0
2023-08-18,Mobile,Latin America,New_Visitor,True,False,False,0.0
2023-12-31,Desktop,North America,Returning_Visitor,True,True,False,0.0
2024-07-16,Mobile,North America,New_Visitor,True,False,False,0.0
2024-03-13,Mobile,North America,New_Visitor,True,False,False,0.0
2025-02-14,Mobile,Asia,New_Visitor,True,True,True,153.00672133617545
2023-10-10,Mobile,Asia,New_Visitor,False,False,False,0.0
2023-01-27,Mobile,North America,New_Visitor,False,False,False,0.0
2023-08-14,Mobile,North America,New_Visitor,True,True,True,69.80462182811905
2023-10-04,Mobile,Latin America,New_Visitor,True,False,False,0.0
2024-08-31,Mobile,Asia,New_Visitor,True,True,True,157.08400234400904
2023-10-11,Mobile,North America,Returning_Visitor,False,False,False,0.0
2024-04-25,Desktop,Asia,Returning_Visitor,False,False,False,0.0
2024-03-28,Mobile,Latin America,New_Visitor,True,False,False,0.0
2024-10-20,Mobile,Latin America,Returning_Visitor,False,False,False,0.0
2024-05-30,Mobile,North America,New_Visitor,False,False,False,0.0
2025-02-25,Mobile,Europe,Returning_Visitor,False,False,False,0.0
2023-07-11,Mobile,North America,Returning_Visitor,True,True,True,156.75650855672987
2023-02-18,Mobile,North America,Returning_Visitor,True,True,False,0.0
2024-05-26,Mobile,Latin America,Returning_Visitor,True,True,True,51.46768241523589
2023-01-17,Mobile,North America,New_Visitor,True,True,False,0.0
2023-06-21,Mobile,Latin America,New_Visitor,True,True,False,0.0
2023-08-08,Mobile,North America,Returning_Visitor,True,True,True,117.61238859449286
2023-06-07,Mobile,Latin America,New_Visitor,False,False,False,0.0
2024-04-21,Mobile,Europe,New_Visitor,True,True,True,76.88180338610877
2023-02-15,Mobile,Latin America,New_Visitor,True,False,False,0.0
2025-02-25,Mobile,Latin America,New_Visitor,True,True,True,157.92261867841444
2024-06-01,Desktop,Latin America,Returning_Visitor,True,True,True,52.72343862717837
2023-04-09,Desktop,Europe,Returning_Visitor,True,True,True,56.27861959789001
2025-01-14,Desktop,Europe,New_Visitor,True,False,False,0.0
2023-02-06,Mobile,Asia,New_Visitor,True,True,True,176.0421572454751
2025-02-25,Mobile,Europe,Returning_Visitor,False,False,False,0.0
2023-12-15,Mobile,Europe,Returning_Visitor,False,False,False,0.0
2025-02-25,Mobile,Europe,Returning_Visitor,False,False,False,0.0
2023-10-29,Mobile,Asia,Returning_Visitor,True,True,True,41.33347765786029
2023-06-30,Mobile,Asia,Returning_Visitor,True,True,True,102.79273150876624
2024-08-29,Desktop,Europe,Returning_Visitor,True,True,True,150.2273409731371
2025-02-25,Mobile,Europe,Returning_Visitor,False,False,False,0.0
2024-11-30,Desktop,North America,New_Visitor,True,True,True,119.85451223016827
2023-04-26,Mobile,Asia,Returning_Visitor,False,False,False,0.0
2025-02-25,Mobile,Europe,New_Visitor,False,False,False,0.0
2023-09-10,Mobile,North America,Returning_Visitor,False,False,False,0.0
2023-06-10,Mobile,Latin America,New_Visitor,False,False,False,0.0
2025-02-25,Mobile,Latin America,Returning_Visitor,True,True,True,114.64997695605865
2023-11-19,Mobile,Latin America,New_Visitor,False,False,False,0.0
